# Name = @default@10000,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
# Functions = 000000000 = none are picked ,,,,,,,,,,,,,,
# FitP = Average Fitness of Viable Population ,,,,,,,,,,,,,,
# CstP = Average Offspring Cost of Viable Population ,,,,,,,,,,,,,,
# EarP = Average Energy Acquisition Rate of Viable Population ,,,,,,,,,,,,,,
# NumP = Total Polution Size ,,,,,,,,,,,,,,
# ViaP = Viable Population Size ,,,,,,,,,,,,,,
# FitF = Average Fitness of avidians performing picked functions ,,,,,,,,,,,,,,
# CstF = Average Offspring Cost avidians performing picked functions ,,,,,,,,,,,,,,
# EarF = Average Energy Acquisition Rate avidians performing functions ,,,,,,,,,,,,,,
# NumF = Number of avidians performing picked functions ,,,,,,,,,,,,,,
# columns for statistics for each ancestor (up to 16) will follow. Each column will use 3 letters for the ,,,,,,,,,,,,,,
# data type followed by _##; where the number with a leading zero is for each ancestor ,,,,,,,,,,,,,,
# ancestor 00 is @ancestor,,,,,,,,,,,,,,
Update,FitP,CstP,EarP,NumP,ViaP,FitF,CstF,EarF,NumF,Fit_00,Cst_00,Ear_00,Num_00,Via_00
0,0.248677249,189,47,1,1,null,null,null,null,0.248677249,189,47,1,1
1,0.248677249,189,47,1,1,null,null,null,null,0.248677249,189,47,1,1
2,0.248677249,189,47,1,1,null,null,null,null,0.248677249,189,47,1,1
3,0.248677249,189,47,1,1,null,null,null,null,0.248677249,189,47,1,1
4,0.248677249,189,47,1,1,null,null,null,null,0.248677249,189,47,1,1
5,0.248677249,189,47,1,1,null,null,null,null,0.248677249,189,47,1,1
6,0.249338624,188.5,47,2,2,null,null,null,null,0.249338624,188.5,47,2,2
7,0.249338624,188.5,47,2,2,null,null,null,null,0.249338624,188.5,47,2,2
8,0.249338624,188.5,47,2,2,null,null,null,null,0.249338624,188.5,47,2,2
9,0.249338624,188.5,47,2,2,null,null,null,null,0.249338624,188.5,47,2,2
10,0.249338624,188.5,47,2,2,null,null,null,null,0.249338624,188.5,47,2,2
11,0.249338624,188.5,47,2,2,null,null,null,null,0.249338624,188.5,47,2,2
12,0.249118166,188.6666667,47,3,3,null,null,null,null,0.249118166,188.6666667,47,3,3
13,0.249338624,188.5,47,4,4,null,null,null,null,0.249338624,188.5,47,4,4
14,0.249338624,188.5,47,4,4,null,null,null,null,0.249338624,188.5,47,4,4
15,0.249338624,188.5,47,4,4,null,null,null,null,0.249338624,188.5,47,4,4
16,0.249338624,188.5,47,4,4,null,null,null,null,0.249338624,188.5,47,4,4
17,0.249338624,188.5,47,4,4,null,null,null,null,0.249338624,188.5,47,4,4
18,0.249206349,188.6,47,5,5,null,null,null,null,0.249206349,188.6,47,5,5
19,0.249561441,188.3333333,47,7,6,null,null,null,null,0.249561441,188.3333333,47,7,6
20,0.249561441,188.3333333,47,8,6,null,null,null,null,0.249561441,188.3333333,47,8,6
21,0.249561441,188.3333333,47,8,6,null,null,null,null,0.249561441,188.3333333,47,8,6
22,0.249561441,188.3333333,47,8,6,null,null,null,null,0.249561441,188.3333333,47,8,6
